Unnamed: 0,Title,Year,Run Time,Rating,Votes,MetaScore,Gross,Genre,Certification,Director,Stars,Description,Storyline,Plot Keywords
2616,Death at a Funeral,2007,90,7.3,119264,67,8580000,['Comedy'],R,['Frank Oz'],"['Matthew Macfadyen', 'Peter Dinklage', 'Ewen Bremner', 'Keeley Hawes']","['Chaos', 'ensues', 'when', 'a', 'man', 'tries', 'to', 'expose', 'a', 'dark', 'secret', 'regarding', 'a', 'recently', 'deceased', 'patriarch', 'of', 'a', 'dysfunctional', 'British', 'family.']",,"farce, london england, dark comedy, ensemble cast, ensemble comedy, secret, funeral, gay, united kingdom, embarrassment, defecation, valium, switched corpse, american abroad, presumed dead, pregnancy, misunderstanding, hallucination, fiance fiancee relationship, dysfunctional family, widow, wake, sibling rivalry, secret lover, rooftop, novelist, mother son relationship, husband wife relationship, hallucinogenic drug, feces, father daughter relationship, eulogy, cousin cousin relationship, corpse, coffin, blackmail, wheelchair, little person, brother brother relationship, male rear nudity, drinking, male bonding, contraband, ritual, public humiliation, cringe comedy, gay character, gay lover, homosexual, male nudity"
2617,The Simpsons Movie,2007,87,7.3,343436,80,183140000,"['Animation', ' Adventure', ' Comedy']",PG-13,['David Silverman'],"['Dan Castellaneta', 'Julie Kavner', 'Nancy Cartwright', 'Yeardley Smith']","['After', 'Homer', 'pollutes', 'the', ""town's"", 'water', 'supply,', 'Springfield', 'is', 'encased', 'in', 'a', 'gigantic', 'dome', 'by', 'the', 'EPA', 'and', 'the', 'Simpsons', 'are', 'declared', 'fugitives.']",,"the simpsons, pig, lake, dome, adult animation, silo, walking on the ceiling, adult humor, toxic waste, helicopter, alaska, polar bear, escape, grand canyon, family relationships, husband wife relationship, time bomb, child, man wears eyeglasses, the color yellow, boy wears eyeglasses, raccoon, roof, hammer, movie theater, famous opening theme, roof repair, motel, sandbox, shotgun, water, bare shoulders, boy, girl, baby, small town, eyeglasses, city, spoof, car, gas station, carnival, mother son relationship, mother daughter relationship, parent child relationship, laughter, child strangling, strangulation, father daughter relationship, fugitive"
2618,Paterson,2016,118,7.3,86589,90,2140000,"['Comedy', ' Drama', ' Romance']",R,['Jim Jarmusch'],"['Adam Driver', 'Golshifteh Farahani', 'Nellie', 'Rizwan Manji']","['A', 'quiet', 'observation', 'of', 'the', 'triumphs', 'and', 'defeats', 'of', 'daily', 'life,', 'along', 'with', 'the', 'poetry', 'evident', 'in', 'its', 'smallest', 'details.']",,"poetry, cupcake, husband wife relationship, learning to play a guitar, writing a poem, character name as title, bus driver, twin, walking a dog, reference to patsy cline, reference to william carlos williams, driving a bus, seven days, new jersey, reference to iggy and the stooges, bar, notebook, beer, paterson new jersey, poem, secret notebook, mailbox, english bulldog, reference to gaetano bresci, reference to allen ginsberg, reference to lou costello, reference to tammy wynette, reference to emily dickinson, broken down bus, guitar, one week time span, voice over, one word title, playing both sides of a game, reading, cell phone, pay phone, day of the week on screen, reference to petrarch, reference to fetty wap, surname as title, reference to dante alighieri, reference to david foster wallace, reference to paul auster, reference to edgar allan poe, reference to william shakespeare, reference to antony and cleopatra, reference to herman melville, writing, eating"
2619,The Gods Must Be Crazy,1980,109,7.3,58412,73,30030000,"['Adventure', ' Comedy']",PG,['Jamie Uys'],"['N!xau', 'Marius Weyers', 'Sandra Prinsloo', 'Louw Verwey']","['A', 'comic', 'allegory', 'about', 'a', 'traveling', 'Bushman', 'who', 'encounters', 'modern', 'civilization', 'and', 'its', 'stranger', 'aspects,', 'including', 'a', 'clumsy', 'scientist', 'and', 'a', 'band', 'of', 'revolutionaries.']",,"junk, junk food, multinational corporation, pop, pop bottle, utopia, south africa, culture clash, slapstick comedy, misrepresented substance, concoction, desert adventure, native nudity, female topless nudity, female nudity, female frontal nudity, nudity, tribe, loincloth, nude black woman, nude outside, topless native women, eating a snake, cobra, kalahari, bottle, desert, bushman, bra and panties, white lingerie slip, afrikaans, cult film, object returns after rejected, mock execution, reference to jackie kennedy, reference to liberace, edge of the world, awkward relationship, awkwardness, driving in reverse, fast motion scene, boy with a gun, bazooka, man dresses as a woman, ownership, property, cape town south africa, botswana, terrorist, winch"
2620,The Walk,2015,123,7.3,133228,70,10140000,"['Adventure', ' Biography', ' Drama']",PG,['Robert Zemeckis'],"['Joseph Gordon-Levitt', 'Charlotte Le Bon', 'Guillaume Baillargeon', 'Émilie Leclerc']","['In', '1974,', 'high-wire', 'artist', 'Philippe', 'Petit', 'recruits', 'a', 'team', 'of', 'people', 'to', 'help', 'him', 'realize', 'his', 'dream:', 'to', 'walk', 'the', 'immense', 'void', 'between', 'the', 'World', 'Trade', 'Center', 'towers.']",,"zombie, survival, post apocalypse, based on comic, zombie apocalypse, death, based on comic book, flesh eating zombie, undead, survival horror, virus, pandemic, community, fear, shelter, revenge killing, community conflict, friendship, evil, villain, protection, hope, kingdom, panic, weapon, self defense, wound, safety, blood, violence, revenge, revenge murder, murder, zombie attack, living dead, zombie outbreak, zombie survival, zombie bite, rebuilding life, rebuilding community, post apocalyptic community, secluded community, closed community, tribal community, intentional community, post apocalyptic world, post apocalyptic survival, post apocalyptic survival war, post apocalyptic america, anti hero"
2621,Star Trek IV: The Voyage Home,1986,119,7.3,89727,71,109710000,"['Action', ' Adventure', ' Comedy']",PG,['Leonard Nimoy'],"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan']","['To', 'save', 'Earth', 'from', 'an', 'alien', 'probe,', 'Admiral', 'James', 'T.', 'Kirk', 'and', 'his', 'fugitive', 'crew', 'go', 'back', 'in', 'time', 'to', 'San', 'Francisco', 'in', '1986', 'to', 'retrieve', 'the', 'only', 'beings', 'who', 'can', 'communicate', 'with', 'it:', 'humpback', 'whales.']",,"humpback whale, time travel, aquarium, san francisco california, probe, whale, alien probe, back in time, punk, pizza, bootstrap paradox, talking to a computer, planet earth, pickup truck, slingshot maneuver, saving the world, aircraft carrier, cloaked ship, 1980s, plexiglas, misused slang, pregnant animal, dialysis, falling from height, punk music, head injury, factory, bus, beer, antique shop, aluminum, eyeglasses, teleportation, helicopter, marine biologist, environmental, year 1986, pavel chekov character, spock character, sarek character, leonard mccoy character, shared universe, actor reprises previous role, james t. kirk character, nyota uhura character, montgomery scott character, hikaru sulu character, actress reprises previous role, vivarium, motor vehicle"
2622,Nikita,1990,117,7.3,74956,56,5020000,"['Action', ' Crime', ' Drama']",R,['Luc Besson'],"['Anne Parillaud', 'Marc Duret', 'Patrick Fontana', 'Alain Lathière']","['Convicted', 'felon', 'Nikita', ""isn't"", 'going', 'to', 'jail;', ""she's"", 'given', 'a', 'new', 'identity', 'and', 'trained,', 'stylishly,', 'as', 'a', 'top', 'secret', 'spy/assassin.']",,"series title spoken by character, mentor student relationship, training, one word series title, asian woman, 2010s, female protagonist, girls with guns, spy action, conspiracy thriller, 21st century, espionage, spy, superspy, revenge, gun combat, assassin, death, rogue, murderess, weapon, danger, dark heroine, violence, female assassin, good versus evil, girl power, on the run, fugitive, teenage girl, fictional government agency, tough girl, murder, femme fatale, martial arts, taekwondo, action heroine, gadget, kung fu, bikini, secret agent, heroine, double life, character name as series title, woman wears a bikini"
2623,Capote,2005,114,7.3,138115,88,28750000,"['Biography', ' Crime', ' Drama']",R,['Bennett Miller'],"['Philip Seymour Hoffman', 'Clifton Collins Jr.', 'Catherine Keener', 'Allie Mickelson']","['In', '1959,', 'Truman', 'Capote', 'learns', 'of', 'the', 'murder', 'of', 'a', 'Kansas', 'family', 'and', 'decides', 'to', 'write', 'a', 'book', 'about', 'the', 'case.', 'While', 'researching', 'for', 'his', 'novel', 'In', 'Cold', 'Blood,', 'Capote', 'forms', 'a', 'relationship', 'with', 'one', 'of', 'the', 'killers,', 'Perry', 'Smith,', 'who', 'is', 'on', 'death', 'row.']",,"kansas, prison, reading, year 1960, jail, death penalty, gin, gay, behind bars, funeral, homo, gay american, american author, american writer, american literature, american culture, post world war two usa, writer, writing, rural setting, year 1959, based on true story, based on book, joke, joker, smoking man, photo album, crying man, field, shack, framed photograph, discovering a dead body, hotel room, bow tie, red carpet, car, fireplace, newspaper article, couch, blood on the wall, bridge, city, high rise, skyscraper, compartment, assistant, keys, water cooler, scarf, american flag"
2624,Belle,2013,100,7.3,32456,64,10730000,"['Biography', ' Drama', ' Romance']",PG,['Amma Asante'],"['Gugu Mbatha-Raw', 'Matthew Goode', 'Emily Watson', 'Miranda Richardson']","['The', 'biracial', 'daughter,', 'Dido', 'Elizabeth', 'Belle', '(Gugu', 'Mbatha-Raw),', 'of', 'Royal', 'Navy', 'Captain', 'Sir', 'John', 'Lindsay', '(Matthew', 'Goode)', 'is', 'raised', 'by', 'aristocratic', 'Great-uncle', 'Lord', 'William', 'Murray,', '1st', 'Earl', 'of', 'Mansfield', '(Tom', 'Wilkinson)', 'in', '18th', 'century', 'England.']",,"zong massacre, interracial relationship, based on true story, slavery, f rated, abolitionist, title written by female, feminist film, period drama, costume drama history, female director, female filmmaker, black female protagonist, 1780s, 18th century, england, triple f rated, title directed by female, sexual assault, portrait, law student, coming of age, cousin cousin relationship, prejudice, judge, slave, costume drama, class differences, family relationships, period piece, white male black female relationship, racism, child born out of wedlock, biracial child, illegitimacy, biracial"
2625,The Boat That Rocked,2009,117,7.3,114498,58,7990000,"['Comedy', ' Drama', ' Music']",R,['Richard Curtis'],"['Philip Seymour Hoffman', 'Bill Nighy', 'Nick Frost', 'Michael Hadley']","['A', 'band', 'of', 'rogue', 'DJs', 'that', 'captivated', 'Britain,', 'playing', 'the', 'music', 'that', 'defined', 'a', 'generation', 'and', 'standing', 'up', 'to', 'a', 'government', 'that', 'wanted', 'classical', 'music,', 'and', 'nothing', 'else,', 'on', 'the', 'airwaves.']",,"pirate radio station, pop music, pirate radio, 1960s, pirate broadcasting, jumping from height, loss of virginity, sex on a ship, listening to a radio, listening to music, surprise after end credits, swinging sixties, rock music, disc jockey, bare chested male, underwater scene, female full frontal nudity, female rear nudity, gentle cinema, lesbian, american, north sea, boat, scene after end credits, christmas, paternity revealed, lesbianism, british comedy, male rear nudity, near death experience, marriage of convenience, wedding, wedding at sea, unknown father, stag party, sound booth, sitting on a toilet, screaming fans, rock 'n' roll, rebellion, radio dj, promiscuous mother, promiscuity, orgy, male nudity, lip syncing, lesbian sex, lesbian affair, game of chicken, fishing boat"
2626,Murder by Death,1976,95,7.3,40355,62,,"['Comedy', ' Crime', ' Mystery']",PG,['Robert Moore'],"['Peter Falk', 'Alec Guinness', 'Peter Sellers', 'Eileen Brennan']","['Five', 'famous', 'literary', 'detective', 'characters', 'and', 'their', 'sidekicks', 'are', 'invited', 'to', 'a', 'bizarre', 'mansion', 'to', 'solve', 'an', 'even', 'stranger', 'mystery.']",,"eyes watching from behind a painting, dark and stormy night, whodunit, murder, detective, mansion, dinner party, parody, cut telephone line, private detective, neo screwball comedy, butler did it cliche, butler, deaf mute, inspector, caucasian actor playing asian character, asian stereotype, irreverence, mystery killer, fog, old dark house, disguise, blindness, spoof, millionaire, surprise ending, stuffed animal, doorbell, fog machine, bridge, death in title, blind man, scorpio, chinese stereotype, french stereotype, british stereotype, japanese stereotype, stereotype, columbia tristar, sony, locked room mystery, whodunnit mystery, all star cast, bearded man, postage stamp, pun in name, animated opening credits, parody comedy, metafiction, castle thunder"
2627,Thirteen Days,2000,145,7.3,61508,67,34590000,"['Drama', ' History', ' Thriller']",PG-13,['Roger Donaldson'],"['Kevin Costner', 'Bruce Greenwood', 'Shawn Driscoll', 'Drake Cook']","['In', 'October', '1962,', 'the', 'Kennedy', 'administration', 'struggles', 'to', 'contain', 'the', 'Cuban', 'Missile', 'Crisis.']",,"u.s. politician, international crisis, armed forces, 1960s, cold war era, missile, cuba, blockade, crisis, nuclear weapons, risk, atomic weapon, power politics, threat of war, presidential advisor, war footing, politics, nuclear threat, cuban missile crisis, political crisis, diplomacy, cold war, based on true story, u.s. soviet relations, soviet embassy, flight, lie, ambassador, international relations, political superpower, president of the united states, politician, photo reconnaissance, atlantic ocean, timeframe 20th century, robert mcnamara character, adlai stevenson character, dean acheson character, dean rusk character, mcgeorge bundy character, john mccone character, curtis lemay character, richard daley character, pierre salinger character, andrei gromyko character, anatoly dobrynin character, maxwell taylor character, cigarette smoking, flatulence, f word"
